quran_text,ur_meaning,en_meaning
ابْتِغَآءَ,تلاش کرنے کو,(of) his Lord
وَجْهِ,ذات/ رضا,the Most High
رَبِّهِ,اپنے رب,And soon surely
الْاَعْلٰی,اعلیٰ کی,he will be pleased
وَلَسَوْفَ,اور البتہ عنقریب,By the morning brightness
یَرْضٰی,وہ راضی ہوجائے گا,And the night
وَالضُّحٰی,قسم ہے روز روشن کی,when
وَالَّیْلِ,اور رات کی,it covers with darkness
اِذَا,جب,Not
سَجٰی,وہ ڈھانپ لے,has forsaken you
مَا,نہیں,your Lord
وَدَّعَكَ,چھوڑا تجھ کو,and not
رَبُّكَ,تیرے رب نے,He is displeased
وَمَا,اور نہ,And surely the Hereafter
قَلٰی,وہ ناراض ہوا,(is) better
وَلَلْاٰخِرَةُ,اور البتہ آخرت/ انجام,for you
خَیْرٌ,بہتر ہے,than
لَّكَ,تیرے لئے,the first
مِنَ,سے,And soon
الْاُوْلٰی,آغاز سے/ ابتداء سے,will give you
وَلَسَوْفَ,اور البتہ عنقریب,your Lord
یُعْطِیْكَ,عطا کرے گا تجھ کو,then you will be satisfied
رَبُّكَ,تیرا رب,Did not
فَتَرْضٰی,تو تو راضی ہوجائے گا/ خوش ہوجائے گا,He find you
اَلَمْ,کیا نہیں,an orphan
یَجِدْكَ,پایا تجھ کو,and give shelter
یَتِیْمًا,یتیم,And He found you
فَاٰوٰی,پھر اس نے ٹھکانہ فراہم کیا,lost
وَوَجَدَكَ,اور پایا تجھ کو,so He guided
ضَآلًّا,راہ بھولا,And He found you
فَهَدٰی,تو اس نے ہدایت بخشی/ رہنمائی کی,in need
وَوَجَدَكَ,اور پایا تجھ کو,so He made self-sufficient
عَآىِٕلًا,مفلس,So as for
فَاَغْنٰی,تو اس نے غنی کردیا,the orphan
فَاَمَّا,تو رہا,then (do) not
الْیَتِیْمَ,یتیم,oppress
فَلَا,پس نہ,And as for
تَقْهَرْ,سختی کر,one who asks
وَاَمَّا,اور رہا,then (do) not
السَّآىِٕلَ,سوالی,repel
فَلَا,پس نہ,But as for
تَنْهَرْ,جھڑکو,(the) Favor
وَاَمَّا,اور رہی,(of) your Lord
بِنِعْمَةِ,نعمت,narrate
رَبِّكَ,اپنے رب کی,Have not
فَحَدِّثْ,پس بیان کرو,We expanded
اَلَمْ,کیا نہیں,for you
نَشْرَحْ,ہم نے کھول دیا,your breast
لَكَ,تیرے لئے,And We removed
صَدْرَكَ,سینہ تیرا,from you
وَوَضَعْنَا,اور اٹھالیا ہم نے,your burden
عَنْكَ,تجھ سے,Which
وِزْرَكَ,بوجھ تیرا,weighed upon
الَّذِیْۤ,وہ جس نے,your back
اَنْقَضَ,توڑ دی تھی,And We raised high
ظَهْرَكَ,تیری کمر,for you
وَرَفَعْنَا,اور بلند کیا ہم نے,your reputation
لَكَ,تیرے لئے,So indeed
ذِكْرَكَ,تیرا ذکر,with
فَاِنَّ,پس یقیناً,the hardship
مَعَ,ساتھ,(is) ease
الْعُسْرِ,تنگی کے,Indeed
یُسْرًا,آسانی ہے,with
اِنَّ,بیشک,the hardship
مَعَ,ساتھ,(is) ease
الْعُسْرِ,تنگی کے,So when
یُسْرًا,آسانی ہے,you have finished
فَاِذَا,پس جب,then labor hard
فَرَغْتَ,تم فارغ ہوجاؤ,And to
فَانْصَبْ,تو محنت کرو/ کھڑے ہوجاؤ,your Lord
وَاِلٰی,اور  طرف,turn your attention
رَبِّكَ,اپنے رب کی,By the fig
فَارْغَبْ,پس راغب ہوجاؤ/ رغبت کرو,and the olive
وَالتِّیْنِ,قسم ہے تین (انجیر) کی,And (the) Mount
وَالزَّیْتُوْنِ,اور زیتون کی,Sinai
وَطُوْرِ,اور طور,And this
سِیْنِیْنَ,سینا کی,[the] city
وَهٰذَا,اور قسم ہے اس,[the] secure
الْبَلَدِ,شہر کی,Indeed
الْاَمِیْنِ,جو پر امن ہے,We created
لَقَدْ,البتہ تحقیق,man
خَلَقْنَا,پیدا کیا ہم نے,in
الْاِنْسَانَ,انسان کو,(the) best
فِیْۤ,میں,mould
اَحْسَنِ,بہترین,Then
تَقْوِیْمٍ,ساخت پر,We returned him
ثُمَّ,پھر,(to the) lowest
رَدَدْنٰهُ,پھیر دیا ہم نے اس کو,(of the) low
اَسْفَلَ,سب سے زیادہ نچلا/نیچے,Except
سٰفِلِیْنَ,نچلوں میں سے/ نیچوں میں سے,those who
اِلَّا,مگر,believe
الَّذِیْنَ,وہ لوگ,and do
اٰمَنُوْا,جو ایمان لائے,righteous deeds
وَعَمِلُوا,اور انہوں نے عمل کئے,then for them
الصّٰلِحٰتِ,اچھے,(is a) reward
فَلَهُمْ,تو ان کے لئے,never
اَجْرٌ,اجر ہے,ending
غَیْرُ,نہ,Then what
مَمْنُوْنٍ,ختم ہونے والا,causes you to deny
فَمَا,تو کون,after (this)
یُكَذِّبُكَ,جھٹلائے گا تجھ کو,the judgment
بَعْدُ,بعد,Is not
بِالدِّیْنِ,جزا سزا کے,Allah
اَلَیْسَ,کیا نہیں ہے,(the) Most Just
اللّٰهُ,اللہ,(of) the Judges
بِاَحْكَمِ,سب فیصلہ کرنے والوں میں بڑھ کر,Read
الْحٰكِمِیْنَ,فیصلہ کرنے والا,in (the) name
اِقْرَاْ,پڑھو,(of) your Lord
بِاسْمِ,ساتھ نام کے,the One Who
رَبِّكَ,اپنے رب کے,created
الَّذِیْ,وہ جس نے,He created
خَلَقَ,پیدا کیا,man
خَلَقَ,پیدا کی,from
الْاِنْسَانَ,انسان کو,a clinging substance
مِنْ,سے,Read
عَلَقٍ,جمے ہوئے خون (سے),and your Lord
اِقْرَاْ,پڑھو,(is) the Most Generous
وَرَبُّكَ,اور رب تیرا,The One Who
الْاَكْرَمُ,بڑا کریم ہے,taught
الَّذِیْ,وہ جس نے,by the pen
عَلَّمَ,سکھایا,Taught
بِالْقَلَمِ,ساتھ قلم کے,man
عَلَّمَ,سکھایا,what
الْاِنْسَانَ,انسان کو,not
مَا,وہ جو,he knew
لَمْ,نہیں,Nay
یَعْلَمْ,وہ جانتا تھا,Indeed
كَلَّاۤ,ہرگز نہیں,man
اِنَّ,بیشک,surely transgresses
الْاِنْسَانَ,انسان,That
لَیَطْغٰۤی,البتہ سرکشی کرتا ہے,he sees himself
اَنْ,کہ,self-sufficient
رَّاٰهُ,دیکھتا ہے خود کو,Indeed
اسْتَغْنٰی,بےنیاز,to
اِنَّ,بیشک,your Lord
اِلٰی,طرف,(is) the return
رَبِّكَ,تیرے رب کی,Have you seen
الرُّجْعٰی,پلٹنا ہے,the one who
اَرَءَیْتَ,کیا تم نے دیکھا,forbids
الَّذِیْ,اس شخص کو,A slave
یَنْهٰی,جو روکتا ہے,when
عَبْدًا,ایک بندے کو,he prays
اِذَا,جب,Have you seen
صَلّٰی,وہ نماز پڑھتا ہے,if
اَرَءَیْتَ,کیا دیکھا تم نے,he is
اِنْ,اگر,upon
كَانَ,ہو وہ,[the] guidance
عَلَی,پر,Or
الْهُدٰۤی,ہدایت (پر),he enjoins
اَوْ,یا,[of the] righteousness
اَمَرَ,اس نے حکم دیا,Have you seen
بِالتَّقْوٰی,تقویٰ کا,if
اَرَءَیْتَ,کیا غور کیا تم نے,he denies
اِنْ,اگر,and turns away
كَذَّبَ,اس نے جھٹلایا,Does not
وَتَوَلّٰی,اور منہ موڑا,he know
اَلَمْ,کیا نہیں,that
یَعْلَمْ,وہ جانتا,Allah
بِاَنَّ,کہ بیشک,sees
اللّٰهَ,اللہ تعالیٰ,Nay
یَرٰی,دیکھتا ہے,If
كَلَّا,ہرگز نہیں,not
لَىِٕنْ,البتہ اگر,he desists
لَّمْ,نہ,surely We will drag him
یَنْتَهِ,وہ باز آیا,by the forelock
لَنَسْفَعًا,البتہ ہم ضرور کھینچیں گے/شدت کے ساتھ گھسیٹیں گے,A forelock
بِالنَّاصِیَةِ,پیشانی کو,lying
نَاصِیَةٍ,پیشانی,sinful
كَاذِبَةٍ,جھوٹی,Then let him call
خَاطِئَةٍ,خطا کار کو,his associates
فَلْیَدْعُ,پس چاہیے کہ پکارے/ بلا لے,We will call
نَادِیَهٗ,اپنے ہم نواؤں کو/ اپنے حامیوں کو,the Angels of Hell
سَنَدْعُ,عنقریب ہم پکاریں گے,Nay
الزَّبَانِیَةَ,فرشتوں کو,(Do) not
كَلَّاؕ,ہرگز نہیں,obey him
لَا,نہ,But prostrate
تُطِعْهُ,تم اطاعت کرو اس کی,and draw near (to Allah)
وَاسْجُدْ,اور سجدہ کرو,Indeed We
وَاقْتَرِبْ,اور قریب ہوجاؤ,revealed it
اِنَّاۤ,بیشک ہم نے,in
اَنْزَلْنٰهُ,نازل کیا ہم نے اس کو,(the) Night
فِیْ,میں,(of) Power
لَیْلَةِ,لیلۃ,And what
الْقَدْرِ,القدر,can make you know
وَمَاۤ,اور کیا چیز,what
اَدْرٰىكَ,بتائے تجھ کو,(the) Night
مَا,کیا ہے ؟,(of) Power (is)
لَیْلَةُ,لیلۃ,(The) Night
الْقَدْرِ,القدر,(of) Power
لَیْلَةُ,لیلۃ,(is) better
الْقَدْرِ,القدر,than
خَیْرٌ,بہتر ہے,a thousand
مِّنْ,سے,month(s)
اَلْفِ,ہزار,Descend
شَهْرٍ,مہینوں (سے),the Angels
تَنَزَّلُ,اترتے ہیں,and the Spirit
الْمَلٰٓىِٕكَةُ,فرشتے,therein
وَالرُّوْحُ,اور جبرئیل,by (the) permission
فِیْهَا,اس میں,(of) their Lord
بِاِذْنِ,اذن کے ساتھ,for
رَبِّهِمْۚ,اپنے رب کے,every
مِنْ,سے,affair
كُلِّ,ہر,Peace
اَمْرٍ,حکم (سے),it (is)
سَلٰمٌۛ۫,سرسر سلامتی ہے,until
هِیَ,وہ,(the) emergence
حَتّٰی,یہاں تک کہ,(of) the dawn
مَطْلَعِ,طلوع ہوجائے,Not
الْفَجْرِ,فجر,were
لَمْ,نہیں,those who
یَكُنِ,تھے وہ,disbelieved
الَّذِیْنَ,لوگ,from
كَفَرُوْا,جنہوں نے کفر کیا,(the) People
مِنْ,سے,of the Book
اَهْلِ,اہل,and the polytheists
الْكِتٰبِ,کتاب میں سے,to be abandoned
وَالْمُشْرِكِیْنَ,اور مشرکین میں سے,until
مُنْفَكِّیْنَ,باز آنے والے,(there) comes to them
حَتّٰی,یہاں تک کہ,the clear evidence
تَاْتِیَهُمُ,آجائے ان کے پاس,A Messenger
الْبَیِّنَةُ,واضح دلیل,from
رَسُوْلٌ,ایک رسول,Allah
مِّنَ,سے,reciting
اللّٰهِ,اللہ کی طرف (سے),pages
یَتْلُوْا,جو پڑھتا ہے,purified
صُحُفًا,صحیفے,Wherein
مُّطَهَّرَةً,پاکیزہ,(are) writings
فِیْهَا,اس میں,correct
كُتُبٌ,احکام ہیں/ تحریریں ہیں,And not
قَیِّمَةٌ,درست,became divided
وَمَا,اور نہیں,those who
تَفَرَّقَ,تفرقہ کیا,were given
الَّذِیْنَ,ان لوگوں نے,the Book
اُوْتُوا,جو دیئے گئے,until
الْكِتٰبَ,کتاب,from
اِلَّا,مگر,after
مِنْ,کے,what
بَعْدِ,بعد اس کے,came (to) them
مَا,جو,(of) the clear evidence
جَآءَتْهُمُ,آئی ان کے پاس,And not
الْبَیِّنَةُ,واضح بیان/واضح نصیحت/ واضح چیز,they were commanded
وَمَاۤ,اور نہیں,except
اُمِرُوْۤا,وہ حکم دیئے گئے تھے,to worship
اِلَّا,مگر,Allah
لِیَعْبُدُوا,یہ کہ وہ عبادت کرتے,(being) sincere
اللّٰهَ,اللہ کی,to Him
مُخْلِصِیْنَ,خالص کرتے ہوئے,(in) the religion
لَهُ,اس کے لئے,upright
الدِّیْنَ,دین کو,and to establish
حُنَفَآءَ,یکسو ہوکر,the prayer
وَیُقِیْمُوا,اور وہ قائم کرتے,and to give
الصَّلٰوةَ,نماز,the zakah
وَیُؤْتُوا,اور ادا کرتے,And that
الزَّكٰوةَ,زکوٰۃ,(is the) religion
وَذٰلِكَ,اور یہ ہے,the correct
دِیْنُ,دین,Indeed
الْقَیِّمَةِ,درست,those who
اِنَّ,بیشک,disbelieve
الَّذِیْنَ,وہ لوگ,from
كَفَرُوْا,جنہوں نے کفر کیا,(the) People
مِنْ,سے,(of) the Book
اَهْلِ,اہل,and the polytheists
الْكِتٰبِ,کتاب میں (سے),(will be) in
وَالْمُشْرِكِیْنَ,اور مشرکین میں سے,(the) Fire
فِیْ,میں,(of) Hell
نَارِ,آگ میں ہوں گے,abiding eternally
جَهَنَّمَ,جہنم کی,therein
خٰلِدِیْنَ,ہمیشہ رہنے والے,Those
فِیْهَاؕ,اس میں,they
اُولٰٓىِٕكَ,یہی لوگ,(are the) worst
هُمْ,وہ,(of) the creatures
شَرُّ,بدترین,Indeed
الْبَرِیَّةِ,مخلوق ہیں,those who
اِنَّ,بیشک,believe
الَّذِیْنَ,وہ لوگ,and do
اٰمَنُوْا,جو ایمان لائے,righteous deeds
وَعَمِلُوا,اور انہوں نے عمل کئے,those
الصّٰلِحٰتِ,اچھے,they
اُولٰٓىِٕكَ,یہی لوگ,(are the) best
هُمْ,وہ,(of) the creatures
خَیْرُ,بہترین,Their reward
الْبَرِیَّةِ,مخلوق ہیں,(is) with
جَزَآؤُهُمْ,ان کی جزا,their Lord
عِنْدَ,پاس,Gardens
رَبِّهِمْ,ان کے رب کے,(of) Eternity
جَنّٰتُ,باغات,flow
عَدْنٍ,ہمیشگی کے,from
تَجْرِیْ,بہتی ہیں,underneath them
مِنْ,سے,the rivers
تَحْتِهَا,ان کے نیچے سے,will abide
الْاَنْهٰرُ,نہریں,therein
خٰلِدِیْنَ,ہمیشہ رہنے والے ہیں,forever
فِیْهَاۤ,اس میں,(will be) pleased
اَبَدًاؕ,ہمیشہ ہمیشہ,Allah
رَضِیَ,راضی ہوگیا,with them
اللّٰهُ,اللہ,and they (will be) pleased
عَنْهُمْ,ان سے,with Him
وَرَضُوْا,اور وہ راضی ہوگئے,That
عَنْهُؕ,اس سے,(is) for whoever
ذٰلِكَ,یہ,feared
لِمَنْ,واسطے اس کے ہے جو,his Lord
خَشِیَ,ڈرتا ہو,When
رَبَّهٗ,اپنے رب سے,is shaken
اِذَا,جب,the earth
زُلْزِلَتِ,ہلا ماری جائے گی,(with) its earthquake
الْاَرْضُ,زمین,And brings forth
زِلْزَالَهَا,ہلا دیا جانا اس کا,the earth
وَاَخْرَجَتِ,اور نکالے گی,its burdens
الْاَرْضُ,زمین,And says
اَثْقَالَهَا,بوجھ اپنے,man
وَقَالَ,اور کہے گا,What
الْاِنْسَانُ,انسان,(is) with it
مَا,کیا ہے,That Day
لَهَا,اس کو,it will report
یَوْمَىِٕذٍ,اس دن,its news
تُحَدِّثُ,وہ بیان کرے گی,Because
اَخْبَارَهَا,اپنی خبریں,your Lord
بِاَنَّ,کیونکہ,inspired
رَبَّكَ,تیرے رب نے,[to] it
اَوْحٰی,وحی کی,That Day
لَهَا,اس کے لئے,will proceed
یَوْمَىِٕذٍ,اس دن,the mankind
یَّصْدُرُ,نکلیں گے/ پلٹیں گے,(in) scattered groups
النَّاسُ,لوگ,to be shown
اَشْتَاتًا,مختلف حالت میں,their deeds
لِّیُرَوْا,تاکہ وہ دکھائے جائیں,So whoever
اَعْمَالَهُمْ,اپنے اعمال,does
فَمَنْ,تو جو کوئی,(equal to the) weight
یَّعْمَلْ,عمل کرے,(of) an atom
مِثْقَالَ,برابر,good
ذَرَّةٍ,ذرے کے,will see it
خَیْرًا,بھلائی کا,And whoever
یَّرَهٗ,وہ دیکھ لے گا اس کو,does
وَمَنْ,اور جو کوئی,(equal to the) weight
یَّعْمَلْ,عمل کرے گا,(of) an atom
مِثْقَالَ,برابر,evil
ذَرَّةٍ,ذرے کے,will see it
شَرًّا,برائی کا,By the racers
یَّرَهٗ,وہ دیکھ لے گا اس کو,panting
وَالْعٰدِیٰتِ,قسم ہے دوڑنے والیوں کی,And the producers of sparks
ضَبْحًا,ہانپ کر,striking
فَالْمُوْرِیٰتِ,پھر قسم ہے آگ نکالنے والیوں کی,And the chargers
قَدْحًا,جھاڑ کر,(at) dawn
فَالْمُغِیْرٰتِ,پھر قسم ہے چھاپہ مارنے والیوں کی,Then raise
صُبْحًا,صبح کے وقت,thereby
فَاَثَرْنَ,پھر قسم ہے اڑانے والیاں,dust
بِهٖ,ساتھ اس کے,Then penetrate (in the) center
نَقْعًا,غبار کو,thereby
فَوَسَطْنَ,پھر گھس جانے والیاں,collectively
بِهٖ,ساتھ اس کے,Indeed
جَمْعًا,جماعت میں/ گروہ میں,mankind
اِنَّ,یقیناً,to his Lord
الْاِنْسَانَ,انسان,(is) surely ungrateful
لِرَبِّهٖ,اپنے رب کے لئے,And indeed he
لَكَنُوْدٌ,البتہ ناشکرا ہے,on
وَاِنَّهٗ,اور بیشک وہ,that
عَلٰی,اوپر,surely (is) a witness
ذٰلِكَ,اس کے,And indeed he
لَشَهِیْدٌ,البتہ گواہ ہے,in (the) love
وَاِنَّهٗ,اور بیشک وہ,(of) wealth
لِحُبِّ,محبت میں,(is) surely intense
